Date,Open,High,Low,Close,Volume,Adj Close
2015-02-17,80.24,81.95,79.21,81.56,3645700,78.7627
2015-02-18,81.75,82.49,78.15,79.22,13295400,76.503
2015-02-19,79.62,80.8,79.55,80.19,7440400,77.4397
2015-02-20,80.0,80.95,79.95,80.75,2926400,77.9805
2015-02-23,81.29,81.85,78.92,80.32,6148000,77.5653
2015-02-24,80.56,81.0,80.01,80.67,5735400,77.9033
2015-02-25,80.5,81.08,80.4,80.63,9131500,77.8646
2015-02-26,80.5,81.0,80.11,80.73,3672600,77.9612
2015-02-27,80.21,81.9,80.21,81.19,8233200,78.4054
2015-03-02,81.0,81.5,79.8,80.13,7218100,77.3818
2015-03-03,79.95,81.5,79.52,80.09,5360600,77.3431
2015-03-04,79.85,82.0,79.52,80.54,6327000,77.7777
2015-03-05,80.54,83.06,80.36,82.79,7541500,79.9505
2015-03-06,82.99,83.49,81.71,82.98,10536900,80.134
2015-03-09,82.98,83.05,82.31,82.81,6134600,79.9699
2015-03-10,82.41,83.79,82.11,83.54,5313100,80.6748
2015-03-11,83.7,85.66,83.53,84.72,11428700,81.8144
2015-03-12,84.81,86.48,84.8,85.99,3454400,83.0408
2015-03-13,85.99,87.09,85.57,86.81,7739200,83.8327
2015-03-16,86.81,86.81,86.81,86.81,0,83.8327
2015-03-17,86.31,88.09,86.21,87.99,11309700,84.9722
2015-03-18,88.0,89.89,87.5,89.58,5608600,86.5077
2015-03-19,89.58,89.7,89.0,89.4,6105000,86.3338
2015-03-20,89.0,89.7,86.75,87.13,10745700,84.1417
2015-03-23,87.2,87.62,86.22,86.6,4529800,83.6299
2015-03-24,87.0,87.14,86.22,86.99,5374000,84.0065
2015-03-25,86.47,87.69,85.34,85.61,4650300,82.6738
2015-03-26,85.31,86.08,85.0,85.05,9069300,82.133
2015-03-27,85.05,88.02,84.01,87.97,6992400,84.9529
2015-03-30,87.8,89.22,87.62,87.97,7461000,84.9529
2015-03-31,87.8,88.75,87.75,88.52,8292400,85.484
2015-04-01,88.8,89.89,88.28,89.6,17676800,86.527
2015-04-02,89.6,89.6,89.6,89.6,0,86.527
2015-04-03,89.6,89.6,89.6,89.6,0,86.527
2015-04-06,89.7,90.52,89.29,90.38,8611200,87.2802
2015-04-07,89.61,92.2,89.61,92.05,22641000,88.89299999999999
2015-04-08,91.5,92.5,90.46,91.42,15837400,88.2846
2015-04-09,91.55,91.55,89.98,90.32,6799300,87.2223
2015-04-10,89.92,90.28,87.45,87.74,11998000,84.7308
2015-04-13,87.74,88.38,86.8,87.1,3426300,84.1127
2015-04-14,87.45,87.9,86.88,87.61,7675800,84.6052
2015-04-15,87.61,88.48,87.01,87.35,4213700,84.3541
2015-04-16,87.0,89.41,86.83,89.34,5999400,86.2759
2015-04-17,89.28,89.35,88.5,89.11,4589200,86.0538
2015-04-20,89.11,89.11,87.51,87.81,8360100,84.7984
2015-04-21,87.88,89.09,87.81,88.22,4889500,85.1943
2015-04-22,88.85,88.85,87.27,87.77,6350700,84.7597
2015-04-23,87.51,87.95,86.15,87.28,4435200,84.2865
